,log2FoldChange,padj,baseMean,name
ENSG00000272512,-2.609453975,0.144867012,0.453601152,
ENSG00000214870,-2.609636834,0.028999932,4.173964365,
ENSG00000272037,-2.609764213,0.000684595,37.58048731,
ENSG00000234389,-2.611710478,0.157374098,0.829713196,
ENSG00000260565,-2.612639918,1.04E-05,739.1006275,
ENSG00000228510,-2.61289629,0.145950154,0.734717617,
ENSG00000267325,-2.612939998,0.016244352,10.49141242,
ENSG00000083168,-2.613152242,7.78E-13,4666.971632,
ENSG00000255492,-2.613500569,0.123984512,0.90817701,
ENSG00000120162,-2.613686851,1.19E-06,87.91672393,
ENSG00000116661,-2.614486202,2.91E-06,48.39568233,
ENSG00000131044,-2.614504695,0.001785353,5.682234652,
ENSG00000241120,-2.615157197,0.005476947,5.553017113,
ENSG00000128594,-2.615995689,0.018014208,5.987320793,
ENSG00000126251,-2.616500169,0.083292129,1.956699232,
ENSG00000180189,-2.617500582,0.007203354,5.119032849,
ENSG00000203485,-2.618124394,4.08E-19,2154.498469,
ENSG00000184434,-2.618370194,0.090232441,1.512974131,
ENSG00000264340,-2.618718616,0.114219955,1.067455029,
ENSG00000100307,-2.619346307,1.96E-30,1097.984694,
ENSG00000200560,-2.619708912,0.120147382,1.098530999,
ENSG00000155252,-2.619933245,1.87E-10,1127.599253,
ENSG00000144152,-2.62025728,0.044769837,4.227224709,
ENSG00000228019,-2.620394016,0.006767171,5.31828995,
ENSG00000177483,-2.62046798,5.82E-07,51.94168881,
ENSG00000264607,-2.620513213,0.15190339,0.823645827,
ENSG00000250635,-2.620802188,0.004057909,4.834508461,
ENSG00000266405,-2.620861857,4.36E-09,39.03332483,
ENSG00000237738,-2.621037204,0.120907915,1.154028659,
ENSG00000237296,-2.621857215,1.69E-18,2261.976072,
ENSG00000264386,-2.622328588,0.03619458,3.569638183,
ENSG00000179698,-2.623223254,8.51E-05,61.51957539,
ENSG00000263916,-2.623828421,0.006079498,8.345327469,
ENSG00000141738,-2.623893384,NA,8.449442264,
ENSG00000225406,-2.624536196,0.021008789,3.189730964,
ENSG00000260608,-2.624718808,0.070140063,1.679623885,
ENSG00000258111,-2.625090155,0.153381401,0.550091658,
ENSG00000256304,-2.625735655,0.004120327,7.220683054,
ENSG00000241106,-2.625825572,7.13E-12,286.1646951,
ENSG00000185689,-2.626289447,0.004254078,9.233684265,
ENSG00000266990,-2.627536735,0.131431274,0.96526536,
ENSG00000259529,-2.628815161,5.46E-06,56.35130574,
ENSG00000167281,-2.628824782,0.00224506,9.413313261,
ENSG00000076108,-2.62906448,3.40E-15,12391.69791,
ENSG00000100330,-2.630183439,4.94E-29,2158.481451,
ENSG00000206418,-2.63052022,6.30E-23,546.3895804,
ENSG00000269427,-2.630931545,7.09E-06,30.01859996,
ENSG00000091592,-2.631088819,6.44E-14,3185.986517,
ENSG00000266969,-2.632815887,0.000480395,8.69668341,
ENSG00000214727,-2.633186683,0.132689666,0.848840018,
ENSG00000234415,-2.633831324,0.131522925,0.88709932,
ENSG00000184613,-2.634135486,NA,8.610110185,
ENSG00000104921,-2.634341462,8.80E-06,873.8096017,
ENSG00000235602,-2.634693668,0.002409893,14.57287379,
ENSG00000116786,-2.635353021,7.91E-22,3979.038597,
ENSG00000187786,-2.635847602,0.012417098,4.062815718,
ENSG00000104879,-2.636822761,0.098919418,1.413778923,
ENSG00000272699,-2.637076169,0.149407351,0.95442,
ENSG00000271670,-2.637491326,0.081622588,2.078111682,
ENSG00000168994,-2.638643241,2.20E-06,205.3040191,
ENSG00000139636,-2.638972979,1.56E-19,1237.435253,
ENSG00000224715,-2.639383979,0.142046305,0.948693701,
ENSG00000267980,-2.640086847,0.000226609,11.09665202,
ENSG00000268987,-2.64016967,0.134787934,0.901244088,
ENSG00000237836,-2.640698566,0.075308515,1.813417491,
ENSG00000242258,-2.640923793,0.004488207,18.45886613,
ENSG00000229023,-2.640962487,0.099366764,1.744326949,
ENSG00000134321,-2.64188447,0.001063855,3321.48359,
ENSG00000263607,-2.642020285,0.025951414,4.329117336,
ENSG00000233559,-2.642095245,0.006110786,6.554388057,
ENSG00000253736,-2.642340818,0.065637199,1.636576436,
ENSG00000139055,-2.643113517,2.07E-10,79.05461301,
ENSG00000176428,-2.643300571,0.029440072,5.687706068,
ENSG00000227450,-2.643353701,NA,0.346211787,
ENSG00000231956,-2.643353701,NA,0.346211787,
ENSG00000243911,-2.643353701,NA,0.346211787,
ENSG00000272446,-2.643353701,NA,0.346211787,
ENSG00000272636,-2.643353701,NA,0.346211787,
ENSG00000226530,-2.64352915,0.002996675,5.908022674,
ENSG00000225213,-2.643777101,0.031517627,4.025702367,
ENSG00000187172,-2.644305878,4.49E-06,17.39517396,
ENSG00000266853,-2.644311692,0.081429505,3.056234007,
ENSG00000233436,-2.645223903,0.010852926,6.049847632,
ENSG00000178201,-2.645721316,0.023565414,3.915974736,
ENSG00000273341,-2.64575877,0.105658894,1.078969242,
ENSG00000206698,-2.646013052,0.142724398,0.947969832,
ENSG00000261101,-2.646048015,2.89E-07,45.81760832,
ENSG00000238105,-2.646293808,2.61E-06,670.3627926,
ENSG00000233186,-2.646348127,0.150428133,0.620934169,
ENSG00000197604,-2.646444858,0.003484575,4.476965251,
ENSG00000169682,-2.646514875,5.22E-05,55.65884216,
ENSG00000126353,-2.647297152,9.35E-08,827.6968867,
ENSG00000266559,-2.64738608,0.149706517,0.640468018,
ENSG00000023839,-2.64810957,1.51E-10,132.2631773,
ENSG00000224804,-2.648190283,0.028051984,3.034857061,
ENSG00000261226,-2.649022076,3.21E-05,15.75797358,
ENSG00000242737,-2.649427696,0.014157251,3.824970457,
ENSG00000273450,-2.64980792,0.014127007,4.011721209,
ENSG00000243312,-2.650123403,0.093384468,1.79909321,
ENSG00000196646,-2.650299899,6.82E-27,635.2934048,
ENSG00000267733,-2.650561362,0.130645072,1.217905333,
ENSG00000132424,-2.651092879,6.46E-11,5981.709669,
ENSG00000255443,-2.651115849,0.00570658,31.94616107,
ENSG00000272630,-2.651570304,0.001337552,11.90824026,
ENSG00000138892,-2.652053808,0.136835592,1.248832478,
ENSG00000095574,-2.652221362,1.26E-29,1699.065084,
ENSG00000257838,-2.652752339,0.033483263,3.365194133,
ENSG00000206885,-2.65289252,0.003537058,20.77855263,
ENSG00000198732,-2.653084893,0.134646407,1.052088326,
ENSG00000186198,-2.654570759,0.137714951,0.451025428,
ENSG00000255523,-2.654570759,0.137714951,0.451025428,
ENSG00000256732,-2.654570759,0.137714951,0.451025428,
ENSG00000225843,-2.654632316,0.13911948,0.730392536,
ENSG00000257202,-2.65467186,0.093384468,1.32006938,
ENSG00000103249,-2.654933466,7.33E-17,1913.950736,
ENSG00000143850,-2.655048198,0.000943459,8.594833361,
ENSG00000167702,-2.655582266,1.12E-06,393.8365372,
ENSG00000258337,-2.65571908,0.147558492,0.831774401,
ENSG00000251187,-2.655974792,0.119561896,1.092191478,
ENSG00000213064,-2.656455796,3.08E-25,3480.288044,
ENSG00000170537,-2.656843342,0.132228438,1.089276376,
ENSG00000241693,-2.65706014,0.062885804,4.611187171,
ENSG00000199436,-2.657505172,0.010737619,5.368258716,
ENSG00000157927,-2.657564727,0.010464821,3.721856655,
ENSG00000152779,-2.658111266,0.083092069,2.69792964,
ENSG00000165801,-2.658824795,0.001306061,88.10287488,
ENSG00000234268,-2.658880921,1.04E-08,95.27534708,
ENSG00000129355,-2.659094523,1.78E-12,278.486534,
ENSG00000172673,-2.659187801,0.149190693,0.743243313,
ENSG00000109381,-2.659261306,1.10E-22,1283.286169,
ENSG00000203457,-2.659356816,0.148983344,0.657915066,
ENSG00000238715,-2.659412416,0.141069042,0.869802566,
ENSG00000110076,-2.660303022,0.082673162,1.517710568,
ENSG00000163357,-2.660717126,0.003735997,7.730939034,
ENSG00000253213,-2.660758305,0.079760826,1.266009101,
ENSG00000269911,-2.660890704,9.60E-07,37.36835387,
ENSG00000239133,-2.661062178,0.023487945,3.479338261,
ENSG00000095970,-2.661390283,0.147405194,0.548542186,
ENSG00000214021,-2.662361724,1.81E-05,490.2784156,
ENSG00000179988,-2.663553873,1.02E-10,200.8914864,
ENSG00000008256,-2.663912451,6.33E-08,56.65191741,
ENSG00000225422,-2.664336626,0.002429108,7.690980089,
ENSG00000224745,-2.664608311,5.13E-05,15.83789574,
ENSG00000229759,-2.664774482,0.000119274,16.4499926,
ENSG00000046651,-2.665763003,3.97E-24,722.5008002,
ENSG00000178199,-2.666433136,9.91E-12,631.3069454,
ENSG00000252808,-2.667391998,0.01700105,3.890932789,
ENSG00000172215,-2.667763851,0.001207032,7.12358089,
ENSG00000241547,-2.668130238,1.86E-06,34.96436761,
ENSG00000001617,-2.66825559,0.000653091,9.45645121,
ENSG00000264237,-2.66846381,0.120626371,1.253611752,
ENSG00000106992,-2.668903967,8.13E-05,33.66789287,
ENSG00000267347,-2.669161781,0.023420906,2.802033547,
ENSG00000262652,-2.669270638,0.000123248,16.62079184,
ENSG00000272379,-2.669421327,1.28E-07,233.0365591,
ENSG00000207280,-2.669438199,0.000102409,14.71447509,
ENSG00000188064,-2.669998871,0.146738706,0.502647813,
ENSG00000247473,-2.670007625,0.002024376,5.277378593,
ENSG00000218313,-2.670684704,0.078424865,1.540322411,
ENSG00000268047,-2.670726469,0.005126297,7.20306515,
ENSG00000264799,-2.670827147,NA,0.768629401,
ENSG00000265574,-2.671362654,0.030595073,3.452807445,
ENSG00000262180,-2.671580758,1.54E-05,40.24296478,
ENSG00000238279,-2.672351944,0.060576665,1.945788839,
ENSG00000238553,-2.672415028,0.13734407,0.808027677,
ENSG00000162923,-2.672418444,1.68E-32,7027.234897,
ENSG00000134532,-2.672450531,0.000795324,232.4396626,
ENSG00000222448,-2.672462502,0.01852518,4.112663949,
ENSG00000232218,-2.672971019,8.91E-05,12.09628933,
ENSG00000163599,-2.673019617,NA,49.2817717,
ENSG00000132952,-2.673450423,2.09E-26,1871.655355,
ENSG00000238741,-2.67352852,0.14185789,0.675173634,
ENSG00000270179,-2.675264221,0.002315702,5.545724344,
ENSG00000185924,-2.675620634,0.134744115,0.47437075,
ENSG00000255032,-2.675620634,0.134744115,0.47437075,
ENSG00000234572,-2.675995765,0.054542675,2.487698595,
ENSG00000111676,-2.676014005,8.96E-14,1153.296125,
ENSG00000238450,-2.676128121,0.080038855,1.684887917,
ENSG00000204661,-2.676424587,0.079608922,1.785295438,
ENSG00000177519,-2.676650698,NA,0.724194438,
ENSG00000237492,-2.676650698,NA,0.724194438,
ENSG00000181523,-2.676711709,1.89E-23,684.0989755,
ENSG00000229992,-2.676809663,0.145518118,0.437878727,
ENSG00000248559,-2.677077134,0.002472034,7.673723841,
ENSG00000225080,-2.677923565,0.000165099,20.64151365,
ENSG00000165406,-2.678161137,4.95E-13,3934.124715,
ENSG00000183091,-2.679082501,7.61E-06,273.6714052,
ENSG00000261592,-2.679938216,0.001463565,9.600306584,
ENSG00000131408,-2.68083266,2.23E-16,2672.544068,
ENSG00000073169,-2.681121114,5.09E-13,768.381202,
ENSG00000225889,-2.681951374,9.08E-06,535.4530972,
ENSG00000272034,-2.682883201,0.000386233,30.04606099,
ENSG00000130340,-2.68294096,7.85E-11,2871.778872,
ENSG00000207430,-2.682959416,0.144635161,0.455798549,
ENSG00000263831,-2.682959416,0.144635161,0.455798549,
ENSG00000258890,-2.683410013,5.63E-14,1710.13091,
ENSG00000228079,-2.685047035,0.050628705,2.228726325,
ENSG00000259291,-2.685586055,6.89E-05,17.50739613,
ENSG00000171819,-2.685827623,0.133901176,0.727816812,
ENSG00000226755,-2.685848048,0.102524059,1.492563081,
ENSG00000166532,-2.686736471,1.50E-05,282.3710041,
ENSG00000177169,-2.687768741,3.71E-17,1578.907844,
ENSG00000229456,-2.688017765,0.040191896,3.207015205,
ENSG00000223745,-2.688634702,7.66E-06,704.3290872,
ENSG00000100441,-2.688973275,4.72E-49,3952.038922,
ENSG00000119138,-2.689279883,2.36E-12,999.4991722,
ENSG00000242732,-2.690175659,0.005653409,73.29548583,
ENSG00000132359,-2.690409763,1.89E-11,336.1507472,
ENSG00000167100,-2.690629444,0.031338941,3.21835491,
ENSG00000164821,-2.690795853,NA,0.359521495,
ENSG00000199815,-2.690795853,NA,0.359521495,
ENSG00000202300,-2.690795853,NA,0.359521495,
ENSG00000243314,-2.690795853,NA,0.359521495,
ENSG00000244671,-2.690795853,NA,0.359521495,
ENSG00000236712,-2.690929965,0.143228676,0.44171389,
ENSG00000267491,-2.691151033,0.127891058,1.717964645,
ENSG00000267121,-2.691350889,3.63E-07,308.548588,
ENSG00000256981,-2.691863141,0.005192641,4.880629398,
ENSG00000254538,-2.692112125,0.119903215,1.101993875,
ENSG00000237926,-2.692134802,0.110689836,1.481796969,
ENSG00000246250,-2.692445434,3.14E-06,22.12112403,
ENSG00000235724,-2.692534323,1.46E-06,27.29365981,
ENSG00000201662,-2.692663857,0.142564803,0.545268092,
ENSG00000232373,-2.692770397,0.134280853,1.032014336,
ENSG00000144711,-2.692974364,4.79E-16,6833.81564,
ENSG00000189001,-2.693439406,0.143419044,0.674288432,
ENSG00000250473,-2.693645956,0.142787862,0.560561315,
ENSG00000259715,-2.69477397,0.00106702,26.59311363,
ENSG00000135773,-2.69522027,NA,0.942829214,
ENSG00000236608,-2.696369591,0.137626222,0.741331065,
ENSG00000202514,-2.696456838,0.132579734,1.033703397,
ENSG00000145908,-2.696640277,8.03E-06,112.1128104,
ENSG00000122852,-2.696663202,0.107878471,0.952146843,
ENSG00000253112,-2.697614239,0.050240027,3.02105564,
ENSG00000162511,-2.698202869,9.80E-10,42101.98003,
ENSG00000268948,-2.698373517,0.008214305,5.085398111,
ENSG00000269967,-2.698475747,0.005975879,8.805875597,
ENSG00000188687,-2.699427001,5.52E-05,21.35056219,
ENSG00000260911,-2.699455625,0.041752661,2.68651779,
ENSG00000261879,-2.700357853,0.000481328,8.799999514,
ENSG00000182324,-2.7016186,0.000164399,50.75771405,
ENSG00000174514,-2.70164177,6.51E-06,41.82972065,
ENSG00000236811,-2.702444189,0.045745239,3.216180687,
ENSG00000266946,-2.702987513,0.043402639,2.672834691,
ENSG00000240823,-2.703493219,0.027203949,3.924306681,
ENSG00000204316,-2.704092513,3.35E-10,167.5428407,
ENSG00000196361,-2.70435745,0.076855649,2.028996081,
ENSG00000227211,-2.706112188,0.140806199,0.477968977,
ENSG00000272660,-2.707044857,0.086664663,1.243553299,
ENSG00000207313,-2.707077627,0.000601807,9.385917631,
ENSG00000175746,-2.707079935,0.130782845,0.464335136,
ENSG00000181009,-2.707079935,0.130782845,0.464335136,
ENSG00000226676,-2.707079935,0.130782845,0.464335136,
ENSG00000234020,-2.707079935,0.130782845,0.464335136,
ENSG00000245719,-2.707079935,0.130782845,0.464335136,
ENSG00000258473,-2.707079935,0.130782845,0.464335136,
ENSG00000269948,-2.707609601,0.000165025,21.46503219,
ENSG00000240210,-2.707714784,0.116515134,0.848703627,
ENSG00000228158,-2.708291868,1.48E-06,14.22893843,
ENSG00000105519,-2.708581018,7.15E-08,282.805833,
ENSG00000272054,-2.71014431,0.000253973,70.67870397,
ENSG00000123636,-2.710291435,5.23E-15,389.317222,
ENSG00000243267,-2.710491816,0.099951445,1.258513405,
ENSG00000227230,-2.710870661,0.002369952,8.811080318,
ENSG00000188738,-2.711124063,0.009781884,10.65605008,
ENSG00000258216,-2.711209953,0.047608841,3.806921284,
ENSG00000167642,-2.711222635,2.62E-11,603.1833849,
ENSG00000184985,-2.712089162,0.138591117,0.709048576,
ENSG00000226828,-2.712756736,0.071510497,1.503827857,
ENSG00000269535,-2.713318336,0.007384049,4.778029224,
ENSG00000264616,-2.714447647,0.139319832,0.451188435,
ENSG00000182489,-2.71507991,NA,19.35203174,
ENSG00000170743,-2.715874748,0.017243558,3.629287587,
ENSG00000215771,-2.715984945,0.132154161,0.84247255,
ENSG00000240793,-2.716434043,0.001739482,10.98551278,
ENSG00000261606,-2.71651472,0.074525136,1.664901411,
ENSG00000235703,-2.7173945,5.54E-06,142.2978082,
ENSG00000174428,-2.717808508,2.38E-17,701.154988,
ENSG00000116525,-2.718040033,1.89E-17,475.2487291,
ENSG00000179588,-2.718352258,2.81E-13,165.7964322,
ENSG00000225364,-2.718711717,0.127746797,1.112830151,
ENSG00000226245,-2.71962173,0.011972658,3.951026015,
ENSG00000272541,-2.719664453,0.019122594,3.923810773,
ENSG00000116544,-2.719781348,1.21E-05,14.25500847,
ENSG00000261183,-2.722155671,0.001104518,6.279266906,
ENSG00000165805,-2.722258654,0.021742016,2.868144821,
ENSG00000174255,-2.722605702,0.001825766,6.375568671,
ENSG00000235695,-2.722986556,0.080887244,1.207847003,
ENSG00000261145,-2.723390786,0.133772731,0.881070454,
ENSG00000206755,-2.723643855,0.102659122,1.070978227,
ENSG00000051128,-2.72379464,2.17E-05,64.42893848,
ENSG00000242522,-2.724418769,0.050087861,2.482514248,
ENSG00000258524,-2.724649063,0.008040144,4.430346395,
ENSG00000122477,-2.724658926,9.18E-06,27.02867467,
ENSG00000232637,-2.725073395,1.68E-20,2257.103083,
ENSG00000231535,-2.725286604,0.080069994,2.908375645,
ENSG00000253572,-2.72614228,0.12794641,0.490954552,
ENSG00000254429,-2.72614228,0.12794641,0.490954552,
ENSG00000254810,-2.72614228,0.12794641,0.490954552,
ENSG00000254917,-2.72614228,0.12794641,0.490954552,
ENSG00000263612,-2.72614228,0.12794641,0.490954552,
ENSG00000255423,-2.726145394,2.33E-06,115.6875304,
ENSG00000213410,-2.727973319,0.128485833,0.493530276,
ENSG00000233716,-2.727973319,0.128485833,0.493530276,
ENSG00000262514,-2.728521086,0.009859868,4.685850189,
ENSG00000227253,-2.728723968,0.055683468,2.098623129,
ENSG00000230715,-2.729079254,1.04E-08,436.0964588,
ENSG00000120738,-2.729227405,0.000204207,385.326582,
ENSG00000131503,-2.730547344,4.01E-11,187.5172806,
ENSG00000162415,-2.730631438,0.001550333,12.91772051,
ENSG00000177954,-2.731350506,7.01E-07,81815.54689,
ENSG00000248544,-2.731367911,2.89E-06,31.65233688,
ENSG00000254898,-2.731425098,0.116826204,1.021425548,
ENSG00000169583,-2.731431422,0.030595073,2.686125751,
ENSG00000156860,-2.73177612,1.69E-18,4449.5757,
ENSG00000233005,-2.732267038,0.029837739,3.586361667,
ENSG00000260194,-2.732815543,0.070031869,1.612535345,
ENSG00000230069,-2.733688393,7.92E-08,37.85835006,
ENSG00000130035,-2.734028464,0.002000728,9.615708284,
ENSG00000225963,-2.734415585,1.20E-06,122.3545178,
ENSG00000116191,-2.734425791,1.88E-19,8263.639612,
ENSG00000267904,-2.734427256,8.95E-11,49.57980214,
ENSG00000214544,-2.734450218,1.18E-17,213.437944,
ENSG00000231646,-2.734611709,0.136658369,0.805186125,
ENSG00000130589,-2.735207281,2.78E-13,2557.441206,
ENSG00000231851,-2.7358556,0.000193954,9.094724903,
ENSG00000229258,-2.735927649,0.126993069,0.477644844,
ENSG00000263456,-2.735927649,0.126993069,0.477644844,
ENSG00000234689,-2.736002356,0.095834684,1.50872472,
ENSG00000258086,-2.736071036,0.116371243,0.859973945,
ENSG00000233998,-2.736238648,0.080797563,1.756094463,
ENSG00000266097,-2.737694022,0.1149045,0.867723867,
ENSG00000164125,-2.73807517,0.124222118,0.761468506,
ENSG00000261147,-2.738871947,0.023868652,3.547278365,
ENSG00000111752,-2.739206183,2.32E-11,354.5355684,
ENSG00000271550,-2.739519546,2.77E-06,86.27235182,
ENSG00000183615,-2.73956178,0.046753167,2.75767566,
ENSG00000258461,-2.739869062,0.000109307,58.58717121,
ENSG00000198821,-2.739988745,0.00244995,28.91769835,
ENSG00000268163,-2.740043319,0.063544826,1.633576609,
ENSG00000253930,-2.740249594,1.27E-06,23.14733557,
ENSG00000179912,-2.740316631,2.64E-16,698.6657918,
ENSG00000270846,-2.740680713,0.122498494,0.737852426,
ENSG00000236804,-2.740811191,0.135896754,0.759394443,
ENSG00000253562,-2.741042128,0.086214292,1.177210699,
ENSG00000157211,-2.741087495,0.064796335,1.798036146,
ENSG00000207475,-2.741486781,0.014618884,3.732459031,
ENSG00000158555,-2.742319616,0.00026376,751.3703245,
ENSG00000267701,-2.742535692,0.00069296,17.16555002,
ENSG00000153094,-2.744625517,7.22E-13,6679.723765,
ENSG00000012779,-2.744724693,2.54E-11,2551.888771,
ENSG00000258510,-2.744740041,0.023128028,2.639723904,
ENSG00000164047,-2.745062037,0.084410191,1.861128164,
ENSG00000236474,-2.745693004,0.039355369,2.553623764,
ENSG00000248668,-2.745735887,0.119748362,1.410121964,
ENSG00000169967,-2.746463489,5.66E-40,5252.875894,
ENSG00000259305,-2.747732695,0.002115457,6.761309378,
ENSG00000058866,-2.748551643,NA,97.94763506,
ENSG00000212534,-2.748823393,0.090077975,1.455802784,
ENSG00000047365,-2.7493517,9.86E-16,902.8577093,
ENSG00000243302,-2.751090004,4.19E-11,944.263396,
ENSG00000145198,-2.751177988,0.051096663,2.103836407,
ENSG00000160226,-2.751285651,3.30E-22,404.7118574,
ENSG00000224172,-2.751430558,0.085151882,1.60242605,
ENSG00000231948,-2.75201339,0.100258569,1.913412544,
ENSG00000259113,-2.752327272,0.009910515,4.897240316,
ENSG00000182722,-2.752630303,0.117627142,1.555144989,
ENSG00000213842,-2.752756437,0.049687948,2.179271278,
ENSG00000226072,-2.75283233,0.125334251,0.50356589,
ENSG00000236853,-2.75283233,0.125334251,0.50356589,
ENSG00000206621,-2.752917666,0.05673506,2.009254473,
ENSG00000240440,-2.753526014,0.064772706,2.264263247,
ENSG00000127561,-2.754968321,3.40E-09,282.6693542,
ENSG00000227399,-2.755076818,0.119477937,0.767318324,
ENSG00000156219,-2.755176823,0.019128292,3.597803637,
ENSG00000105137,-2.755593653,0.125833961,0.76426485,
ENSG00000223697,-2.755733626,1.92E-05,21.07292539,
ENSG00000244124,-2.756276198,0.002549489,10.41424723,
ENSG00000171119,-2.756378396,0.128686494,0.93470804,
ENSG00000069696,-2.756497585,0.046810573,1.780733313,
ENSG00000177173,-2.757025953,4.25E-05,33.23351836,
ENSG00000272195,-2.757135706,0.018493075,5.513430177,
ENSG00000103184,-2.757537431,0.13027538,0.959450103,
ENSG00000101216,-2.757666664,2.05E-21,1538.949417,
ENSG00000269898,-2.758429958,0.081843517,1.390417014,
ENSG00000228252,-2.758633927,0.000620702,41.98623809,
ENSG00000032219,-2.758655096,5.40E-23,1678.437652,
ENSG00000228039,-2.758665928,0.111958177,1.038280109,
ENSG00000160908,-2.759445989,2.34E-33,1401.087231,
ENSG00000258424,-2.759726467,1.99E-05,69.57682368,
ENSG00000205078,-2.759979593,9.21E-06,17.29662386,
ENSG00000204580,-2.76025584,1.88E-10,171.3427619,
ENSG00000206914,-2.760291299,0.121293904,0.77778155,
ENSG00000261884,-2.761622854,1.36E-07,319.5790059,
ENSG00000204172,-2.762235101,2.72E-07,379.1667225,
ENSG00000264273,-2.762709293,0.003877075,4.844919749,
ENSG00000146535,-2.762966361,7.07E-11,3446.744383,
ENSG00000248477,-2.763058737,9.89E-08,62.37933747,
ENSG00000174527,-2.763105439,0.002019363,9.096471595,
ENSG00000230872,-2.763201394,0.005215737,6.467692824,
ENSG00000021461,-2.76371368,0.095099098,1.538947799,
ENSG00000166507,-2.763995152,1.82E-05,37.45805126,
ENSG00000167286,-2.764344255,NA,5.424084821,
ENSG00000201451,-2.764346858,0.064457489,1.541344216,
ENSG00000264098,-2.764623756,2.09E-05,38.92531252,
ENSG00000250470,-2.764715894,0.131522925,0.570861256,
ENSG00000230325,-2.765143138,8.13E-05,18.39314859,
ENSG00000205041,-2.765809913,0.000174757,28.45253132,
ENSG00000157570,-2.765834277,0.00024582,70.60289308,
ENSG00000255182,-2.766582671,0.053629843,2.404504116,
ENSG00000109743,-2.766597053,0.007981947,5.06131385,
ENSG00000259073,-2.76730932,0.105231145,1.234414147,
ENSG00000260910,-2.767894382,0.000199486,10.93712268,
ENSG00000204599,-2.768046859,1.49E-32,742.8146564,
ENSG00000174844,-2.768536347,0.000677753,7.949379298,
ENSG00000240720,-2.771139701,0.065227623,1.747953727,
ENSG00000261253,-2.771286384,0.010356365,3.212287638,
ENSG00000242294,-2.771300255,2.13E-07,212.8266593,
ENSG00000215863,-2.771517314,7.60E-17,82.68235365,
ENSG00000105663,-2.772881852,3.45E-13,73.94467667,
ENSG00000228302,-2.772954297,7.76E-06,75.22045853,
ENSG00000264109,-2.773041328,0.001990012,19.50366652,
ENSG00000229591,-2.77336893,0.003597831,8.750095845,
ENSG00000254129,-2.773738743,0.130784706,0.736864507,
ENSG00000124493,-2.773781683,0.098541771,0.941416554,
ENSG00000222348,-2.774060644,0.057749528,1.674869232,
ENSG00000146166,-2.774659666,0.131342942,6.631958956,
ENSG00000124177,-2.77468031,4.68E-31,2458.554494,
ENSG00000223263,-2.774800348,0.076114671,1.430834862,
ENSG00000255150,-2.775054157,4.82E-14,70.71229053,
ENSG00000177666,-2.775493038,7.57E-34,1432.483511,
ENSG00000259866,-2.775615965,0.129782501,0.559837239,
ENSG00000161395,-2.776564923,4.13E-29,280.1873312,
ENSG00000148795,-2.776890088,0.042694145,2.022865853,
ENSG00000239033,-2.777241749,0.009485476,4.474568679,
ENSG00000132334,-2.777355739,4.92E-12,484.1186326,
ENSG00000227492,-2.778022439,0.001230189,6.785433557,
ENSG00000157087,-2.77811643,0.049957347,3.266048303,
ENSG00000179841,-2.778305647,2.02E-10,86.67142368,
ENSG00000240015,-2.77859016,0.090967204,1.044857297,
ENSG00000250687,-2.779246808,8.69E-08,66.69858551,
ENSG00000206881,-2.779496648,0.084164191,1.288269613,
ENSG00000240882,-2.779545117,0.083354939,1.558561533,
ENSG00000140563,-2.779585303,3.84E-07,824.2171636,
ENSG00000135423,-2.779692396,3.99E-06,121.4524411,
ENSG00000240012,-2.781952931,0.117749949,0.991981847,
ENSG00000261703,-2.782039213,0.128848462,0.582621492,
ENSG00000273274,-2.782334069,0.128901326,0.556002076,
ENSG00000196275,-2.783087917,9.23E-20,624.5521123,
ENSG00000109339,-2.783313302,0.043350127,2.110888849,
ENSG00000238403,-2.783587593,0.019710732,4.506886768,
ENSG00000266498,-2.784028154,0.023590636,2.536058583,
ENSG00000225450,-2.784191465,0.000129309,13.92845115,
ENSG00000184647,-2.784312342,0.128528602,0.585758285,
ENSG00000267474,-2.785643146,0.013381147,3.391558935,
ENSG00000254419,-2.785684284,0.006588689,13.18806625,
ENSG00000263666,-2.785848381,0.115515463,0.818761661,
ENSG00000074590,-2.785938906,0.128582472,0.596092326,
ENSG00000089723,-2.786534808,7.58E-09,22.4399656,
ENSG00000187186,-2.786717506,0.012118376,3.110378547,
ENSG00000204710,-2.787344651,0.114128582,1.461427231,
ENSG00000232186,-2.787691613,3.76E-05,17.30792733,
ENSG00000266900,-2.787749309,0.024580649,2.27454568,
ENSG00000120329,-2.789415268,0.042434938,2.171378075,
ENSG00000155287,-2.78947394,4.24E-29,1444.665946,
ENSG00000080947,-2.78962116,6.86E-08,44.07492099,
ENSG00000231063,-2.790102315,0.127813458,0.585197216,
ENSG00000169891,-2.790517376,3.96E-08,64.94746512,
ENSG00000254315,-2.790783592,0.090832248,0.965601637,
ENSG00000183166,-2.791528675,0.127444816,0.55261255,
ENSG00000207393,-2.791528675,0.127444816,0.55261255,
ENSG00000147180,-2.791965221,3.37E-09,298.1995002,
ENSG00000162367,-2.792802745,NA,0.756396391,
ENSG00000105146,-2.792932923,4.43E-09,24.83627648,
ENSG00000178882,-2.793144645,0.127922745,0.72425317,
ENSG00000077616,-2.793581825,3.23E-08,55.48611628,
ENSG00000249526,-2.793820785,0.082041462,1.174315228,
ENSG00000256683,-2.794259131,1.64E-30,484.4689376,
ENSG00000230084,-2.794279194,0.007629745,19.59125515,
