ID,log2FC,FDR
ENSG00000105383.14,-0.277101982,0.008615995
ENSG00000241399.6,-1.85768983,2.50E-81
ENSG00000186074.18,1.066328322,1.90E-19
ENSG00000204345.1,-0.164060715,0.139568283
ENSG00000186407.6,0.428132392,0.019756254
ENSG00000167850.3,0.465981906,8.13E-05
ENSG00000167851.13,0.260734992,0.01415301
ENSG00000169217.8,0.59897003,1.26E-20
ENSG00000198087.7,0.370822697,2.48E-06
ENSG00000178562.17,-0.232531663,0.160718249
ENSG00000103855.17,0.877718419,3.62E-38
ENSG00000139193.3,0.470760905,0.030092589
ENSG00000174807.3,-1.448967922,7.59E-51
ENSG00000122223.12,-0.880083987,7.11E-11
ENSG00000272398.5,1.361349991,2.31E-09
ENSG00000012124.14,0.89615525,2.43E-07
ENSG00000090659.17,-2.687133862,4.79E-81
ENSG00000116031.8,0.307569487,0.298156361
ENSG00000163606.10,-1.141784361,1.50E-19
ENSG00000091972.18,-1.442177467,9.55E-65
ENSG00000116824.4,0.393415488,0.059157863
ENSG00000158473.6,-0.181495015,0.151900197
ENSG00000158481.12,-1.311638952,2.93E-12
ENSG00000158477.6,1.524776265,9.74E-08
ENSG00000177455.11,0.776110106,0.005002317
ENSG00000204936.9,1.942937252,1.42E-09
ENSG00000174950.10,-1.23362471,4.12E-09
ENSG00000135535.14,-0.233801023,0.002269621
ENSG00000177675.8,-1.11133348,2.30E-16
ENSG00000117281.15,-0.884556171,7.89E-14
ENSG00000177697.17,-0.169094467,0.035703406
ENSG00000170458.13,-0.589890132,2.28E-09
ENSG00000156535.13,-0.411324754,0.004339147
ENSG00000134256.12,0.510698138,8.20E-07
ENSG00000146574.15,0.461985348,4.93E-13
ENSG00000122674.11,0.42183249,1.31E-17
ENSG00000198445.4,-0.368449251,0.003289515
ENSG00000156261.12,0.517979386,1.12E-21
ENSG00000135624.15,0.457338656,4.48E-21
ENSG00000132141.13,-0.486411925,1.39E-08
ENSG00000146731.10,0.659111114,6.31E-27
ENSG00000150753.11,0.790039659,5.78E-29
ENSG00000115484.14,0.136476196,0.016581047
ENSG00000163468.14,1.149177001,2.53E-66
ENSG00000166226.12,0.6008901,4.07E-18
ENSG00000107771.15,-0.611156979,1.88E-27
ENSG00000184305.14,-1.043639736,1.88E-12
ENSG00000154429.10,0.358821892,2.13E-05
ENSG00000173992.8,0.550717094,4.68E-09
ENSG00000151014.5,0.307439903,0.011451412
ENSG00000121797.9,-0.337766602,0.000572484
ENSG00000173585.15,-0.313859341,0.080723372
ENSG00000179934.6,2.739515435,5.10E-32
ENSG00000126353.3,0.949318316,3.13E-06
ENSG00000160791.13,0.620645997,8.36E-05
ENSG00000183813.6,1.445964384,6.37E-12
ENSG00000183625.14,0.710578123,5.16E-05
ENSG00000121807.5,-0.416042318,0.025686967
ENSG00000184451.5,-0.632197132,5.12E-07
ENSG00000163823.3,0.163278048,0.317075087
ENSG00000260916.5,-0.517181901,6.26E-14
ENSG00000103540.16,0.221914806,0.015915793
ENSG00000163249.9,-0.244624826,0.000594013
ENSG00000108100.17,-0.131373642,0.009115678
ENSG00000082258.12,-0.173093405,0.005515077
ENSG00000129315.9,-0.214933749,0.000847305
ENSG00000152669.8,1.298362548,3.93E-05
ENSG00000221978.11,-0.186606095,0.039051601
ENSG00000163660.11,-0.76166179,5.72E-36
ENSG00000090061.17,0.397889097,7.56E-18
ENSG00000135083.14,-0.443573398,0.003719954
ENSG00000118816.9,-0.28402921,1.01E-07
ENSG00000134480.13,-0.363321028,3.41E-12
ENSG00000138764.13,-0.130715289,0.292298066
ENSG00000113328.18,-0.820308632,1.60E-39
ENSG00000162063.12,1.718047154,4.72E-70
ENSG00000175305.16,2.689695763,1.31E-52
ENSG00000105173.13,1.805779404,2.85E-24
ENSG00000166946.13,-0.785192715,3.57E-38
ENSG00000112576.12,-0.323521755,2.27E-08
ENSG00000118971.7,-1.33331207,4.02E-51
ENSG00000110092.3,0.746582093,1.94E-05
ENSG00000157456.7,3.046999069,1.10E-71
ENSG00000100814.17,-0.605767251,2.27E-19
ENSG00000134057.14,2.404315837,7.91E-79
ENSG00000145386.9,2.686490027,3.35E-62
ENSG00000133101.9,-0.54756272,0.003689885
ENSG00000101331.15,-1.672603228,9.40E-79
ENSG00000136280.15,0.177548993,0.005674251
ENSG00000108700.4,-1.047878763,1.16E-09
ENSG00000108688.11,2.298463362,6.40E-21
ENSG00000271503.5,0.357247207,0.070355292
ENSG00000276070.4,0.258372037,0.278636751
ENSG00000275302.1,-0.517368692,0.000107933
ENSG00000276085.1,0.39228902,0.076343141
ENSG00000277632.1,-0.531066171,7.29E-05
ENSG00000151882.11,-3.169520469,3.10E-70
ENSG00000006606.8,0.320102412,0.040005999
ENSG00000131142.13,0.945589748,8.45E-08
ENSG00000106178.6,-2.887164773,1.82E-48
ENSG00000274736.4,-2.196973963,5.55E-44
ENSG00000102962.4,0.264411526,0.204049556
ENSG00000137077.7,-3.798367718,4.05E-62
ENSG00000115009.11,1.340459202,9.43E-10
ENSG00000108691.9,-1.027385063,1.40E-15
ENSG00000275385.1,-0.983234841,0.00010758
ENSG00000102970.10,0.999209098,5.42E-06
ENSG00000275152.4,-3.063320694,7.37E-72
ENSG00000275688.4,-2.010932554,1.92E-21
ENSG00000181374.7,-2.447117118,2.13E-34
ENSG00000108702.3,0.668177619,2.01E-13
ENSG00000163394.5,0.702347908,4.30E-05
ENSG00000185972.5,0.433353394,0.001608074
ENSG00000204536.13,0.538422578,2.87E-09
ENSG00000142039.3,0.255722884,1.57E-07
ENSG00000173013.5,0.759089758,1.19E-09
ENSG00000105248.15,0.179664033,0.016256522
ENSG00000125633.10,-0.566833395,4.07E-22
ENSG00000119242.8,-0.210360615,4.25E-05
ENSG00000137500.9,-0.301034933,9.29E-10
ENSG00000105321.12,0.669254436,5.14E-16
ENSG00000179071.4,-1.050436583,2.28E-17
ENSG00000015133.18,0.753895527,4.10E-15
ENSG00000168071.21,0.253665679,0.093731738
ENSG00000115355.15,-0.733418767,1.44E-13
ENSG00000182791.4,1.323319244,6.56E-21
ENSG00000110104.11,0.39238557,2.87E-08
ENSG00000205476.8,0.352272618,6.67E-06
ENSG00000175602.3,0.432564851,0.002599643
ENSG00000055813.5,-2.569691313,8.09E-65
ENSG00000186166.8,-0.313189758,4.74E-05
ENSG00000150676.12,1.03400321,3.43E-07
ENSG00000149231.11,-1.516626908,9.44E-68
ENSG00000149201.9,-0.227319953,0.021984369
ENSG00000091986.15,-1.841183635,3.35E-48
ENSG00000169515.5,-2.015309357,2.38E-50
ENSG00000249961.9,0.222853079,0.178646013
ENSG00000162004.16,3.265415217,3.23E-45
ENSG00000120647.9,0.302474931,0.000109735
ENSG00000152076.18,0.731470484,0.001303634
ENSG00000163040.14,0.991087531,7.88E-06
ENSG00000186714.12,0.655898258,5.13E-06
ENSG00000253276.2,-0.61825485,2.23E-14
ENSG00000177352.9,0.137630004,0.025537093
ENSG00000123171.6,0.52899154,2.87E-12
ENSG00000150076.22,0.229191731,0.088184409
ENSG00000166510.13,-1.852298949,3.07E-28
ENSG00000165325.13,0.331825795,0.194087828
ENSG00000180376.16,-0.263910707,0.000177776
ENSG00000162069.14,1.731851928,2.11E-25
ENSG00000135127.11,2.977579612,2.27E-80
ENSG00000173093.12,0.212021302,0.015333885
ENSG00000130783.13,-0.351653414,0.002902687
ENSG00000104983.8,0.171670119,0.072090591
ENSG00000183273.6,0.916798886,2.22E-07
ENSG00000108091.10,0.204431415,0.003074658
ENSG00000133773.11,-0.119242652,0.026804367
ENSG00000160124.9,0.605526994,1.25E-24
ENSG00000176155.18,0.453473145,2.88E-06
ENSG00000138483.2,-0.942152448,2.94E-10
ENSG00000120860.10,-0.199614192,5.84E-05
ENSG00000164051.13,0.638990752,5.22E-24
ENSG00000108588.13,0.196051521,0.012828665
ENSG00000180329.13,0.506684874,4.30E-17
ENSG00000186710.11,0.597682927,0.003513435
ENSG00000141519.14,0.723690843,1.42E-07
ENSG00000145075.11,-1.03949768,1.92E-16
ENSG00000165972.12,-1.900908577,1.18E-33
ENSG00000173421.16,-2.106752484,4.39E-74
ENSG00000109881.16,0.330669122,0.000204272
ENSG00000140481.13,-0.697596742,0.000198733
ENSG00000160050.14,0.924746753,4.88E-17
ENSG00000024862.16,-0.33149264,9.68E-08
ENSG00000162592.8,-0.442533541,0.001590368
ENSG00000147419.16,-0.462420801,4.27E-17
ENSG00000159214.12,1.203835287,2.07E-24
ENSG00000177868.11,-0.191534374,0.001266512
ENSG00000101997.12,0.488557076,4.20E-17
ENSG00000165813.16,-0.348922459,1.84E-05
ENSG00000178395.6,1.47123653,6.95E-14
ENSG00000177875.4,-0.979046578,3.61E-17
ENSG00000213213.13,0.579476807,0.00021864
ENSG00000166329.2,0.32480871,6.11E-05
ENSG00000117477.12,-0.388557238,0.015619839
ENSG00000197816.13,-0.751440896,4.52E-11
ENSG00000122483.17,0.303878144,0.00116563
ENSG00000267909.2,0.387573122,0.143216304
ENSG00000151838.11,0.553215839,0.002081044
ENSG00000154781.15,-0.12950485,0.003811822
ENSG00000164989.15,-0.429314503,1.76E-08
ENSG00000120262.9,-0.656168926,0.00139039
ENSG00000159588.14,-0.564197679,8.78E-07
ENSG00000250709.1,-1.409073745,4.92E-10
ENSG00000242715.7,-1.145639374,1.83E-10
ENSG00000175820.3,0.336606263,0.045129821
ENSG00000198937.8,1.767820912,1.99E-74
ENSG00000255181.3,0.312367733,0.004619427
ENSG00000280670.2,0.304514378,0.003608229
ENSG00000203952.9,0.33361556,0.231445268
ENSG00000183401.11,0.43264785,1.24E-05
ENSG00000163749.17,-2.316158728,2.80E-42
ENSG00000187860.10,0.934882683,4.79E-24
ENSG00000197599.12,0.562152382,0.000964655
ENSG00000248712.7,0.468293429,0.00270288
ENSG00000198865.9,-1.61991893,5.24E-57
ENSG00000198003.11,1.31614627,1.00E-11
ENSG00000144395.17,1.166657976,3.00E-19
ENSG00000135205.14,-0.452499902,2.17E-06
ENSG00000205212.3,-0.810847281,0.000392069
ENSG00000170160.16,-2.105707995,3.91E-21
ENSG00000135637.13,0.44663932,6.20E-12
ENSG00000163492.13,-2.43656645,2.05E-71
ENSG00000163081.2,-0.472271499,0.017296964
ENSG00000175455.14,-0.207397053,0.021793742
ENSG00000163006.11,0.512306238,1.16E-09
ENSG00000185298.12,1.043294895,6.51E-32
ENSG00000128596.16,-1.545638966,6.86E-46
ENSG00000100147.13,0.469776149,7.64E-11
ENSG00000004766.15,-0.107114418,0.182418486
ENSG00000104957.13,0.241870931,0.002445417
ENSG00000180347.13,-2.819870209,1.67E-27
ENSG00000183323.12,0.535801692,2.22E-07
ENSG00000007080.10,0.717967131,1.44E-13
ENSG00000151773.12,-0.569911494,1.37E-10
ENSG00000176714.9,-0.553835344,2.33E-19
ENSG00000147144.12,0.62952061,2.29E-21
ENSG00000160799.11,0.393525226,9.30E-07
ENSG00000159873.9,0.491244646,8.49E-07
ENSG00000161180.10,-0.95486217,1.31E-15
ENSG00000105479.15,0.936137144,2.02E-08
ENSG00000164221.12,0.340524007,8.67E-08
ENSG00000005059.15,0.516730305,6.55E-11
ENSG00000181378.13,0.70074224,0.017997007
ENSG00000159884.11,-0.522378527,1.55E-10
ENSG00000173581.7,0.674698965,3.55E-10
ENSG00000150636.15,-0.353455144,3.87E-06
ENSG00000135736.5,-0.436479825,1.13E-05
ENSG00000176476.8,0.176220778,0.012413406
ENSG00000137944.16,-0.249148233,0.000100235
ENSG00000183287.13,-2.518027506,5.95E-71
ENSG00000158941.16,0.085652326,0.27255532
ENSG00000060339.13,0.500027662,2.39E-22
ENSG00000188649.11,-0.676739324,5.77E-06
ENSG00000048342.15,-1.051636702,7.18E-48
ENSG00000154222.14,0.102170242,0.044900903
ENSG00000132024.17,0.274521637,8.58E-05
ENSG00000204659.4,0.379145871,0.018470631
ENSG00000141570.10,1.431035356,2.03E-49
ENSG00000183741.11,-0.621498958,8.01E-12
ENSG00000141582.14,1.580723214,3.87E-49
ENSG00000122565.18,0.916220338,7.67E-57
ENSG00000173894.10,1.730439096,1.90E-16
ENSG00000108468.14,0.587396947,7.38E-17
ENSG00000215126.10,0.17896561,0.090448403
ENSG00000147996.16,0.613840754,7.62E-11
ENSG00000196873.15,0.466194754,5.46E-08
ENSG00000136682.14,0.343985109,2.36E-13
ENSG00000172785.18,0.277294799,1.63E-05
ENSG00000274276.4,0.791150916,0.095390413
ENSG00000160200.17,1.402758168,1.66E-06
ENSG00000145439.11,-0.109068024,0.253004401
ENSG00000159231.5,-0.208186387,0.151612066
ENSG00000159228.12,-0.208185067,0.1171056
ENSG00000054803.3,-1.541161006,1.16E-17
ENSG00000139899.10,-0.145759641,0.190790726
ENSG00000141668.9,2.131705746,3.88E-07
ENSG00000102924.11,-2.034298762,7.93E-25
ENSG00000142273.10,1.876029543,3.02E-16
ENSG00000114423.18,-0.30040477,9.33E-08
ENSG00000110395.4,-0.565105158,3.81E-16
ENSG00000067955.13,0.332527671,1.11E-07
ENSG00000129993.14,-0.306822641,0.113825585
ENSG00000078699.21,0.138863876,0.03645495
ENSG00000182533.6,-2.522809867,1.27E-38
ENSG00000099338.22,0.28566661,0.033426581
ENSG00000133962.7,0.42683227,0.044234033
ENSG00000188782.7,0.194236543,0.120096525
ENSG00000152705.7,0.390619609,6.89E-05
ENSG00000166762.16,-0.814484941,3.26E-14
ENSG00000175294.5,1.79354445,2.83E-42
ENSG00000158428.3,0.98262918,2.12E-07
ENSG00000130940.14,0.615853685,1.39E-09
ENSG00000153113.23,-0.582513258,1.13E-22
ENSG00000087589.16,-0.311756926,0.015740767
ENSG00000036828.13,0.174156295,0.24542611
ENSG00000143318.12,-0.404435428,0.071227183
ENSG00000118412.12,-0.288018699,0.001835025
ENSG00000064012.21,0.114221415,0.150452668
ENSG00000138794.9,0.714759322,1.47E-25
ENSG00000137757.10,0.412434494,0.02689409
ENSG00000196954.12,-0.557302695,5.96E-14
ENSG00000164305.17,0.648445065,2.60E-33
ENSG00000106144.19,0.477305723,1.12E-14
ENSG00000228146.6,1.204761783,9.39E-08
ENSG00000105141.5,2.085796914,2.37E-05
ENSG00000003400.14,-1.038291222,6.47E-29
ENSG00000137752.22,-0.84608592,1.61E-17
ENSG00000177303.9,-0.357281069,9.99E-09
ENSG00000167971.15,1.718500834,5.56E-19
ENSG00000147044.20,0.237366392,0.006405537
ENSG00000137812.19,2.812976865,9.98E-70
ENSG00000166734.18,-0.10420465,0.206609172
ENSG00000108349.14,-0.161964391,0.084713259
ENSG00000204682.5,-0.237115432,0.125511712
ENSG00000134905.16,0.250857622,0.000124176
ENSG00000110619.16,0.341787125,2.67E-13
ENSG00000172508.10,-0.462161204,1.37E-05
ENSG00000142453.11,0.572226361,2.70E-22
ENSG00000213995.11,0.097045078,0.208735925
ENSG00000153048.10,0.245076734,0.000247881
ENSG00000138380.17,-0.701411453,1.78E-20
ENSG00000187796.13,0.295023295,0.043439926
ENSG00000105483.16,-0.649495084,3.77E-30
ENSG00000132357.13,-1.416844355,4.02E-61
ENSG00000255501.1,-1.054380196,0.000118456
ENSG00000255221.2,0.825461574,1.20E-13
ENSG00000204397.7,-0.464590032,2.64E-05
ENSG00000141527.16,1.211200654,7.71E-18
ENSG00000198286.9,0.618536288,8.55E-06
ENSG00000100065.14,-0.576930839,3.11E-08
ENSG00000077549.17,0.385735099,2.14E-17
ENSG00000177938.4,-3.312123799,2.38E-63
ENSG00000198898.12,-0.28195001,5.15E-09
ENSG00000116489.12,0.60963821,2.69E-31
ENSG00000152611.11,2.603233972,3.87E-19
ENSG00000180881.19,-0.967066802,5.21E-25
ENSG00000105519.12,1.673229162,3.69E-23
ENSG00000110888.17,-0.4266994,4.00E-11
ENSG00000135387.19,0.39279286,9.64E-10
ENSG00000256812.1,-0.986101489,2.67E-06
ENSG00000126247.10,0.179517413,0.00067835
ENSG00000135773.12,2.232293402,4.30E-14
ENSG00000131375.9,-0.306852407,4.28E-07
ENSG00000077274.8,-3.690986364,2.21E-59
ENSG00000149260.14,-0.870815148,1.03E-20
ENSG00000092529.22,-1.571812407,8.69E-48
ENSG00000162909.17,-0.120795386,0.273280965
ENSG00000103326.10,0.942140459,1.42E-31
ENSG00000214711.9,-0.249757809,0.230065407
ENSG00000162949.16,2.037502122,1.19E-11
ENSG00000182472.8,0.63647712,0.000612583
ENSG00000142330.19,0.369959344,1.92E-05
ENSG00000014216.15,0.493767318,3.40E-15
ENSG00000042493.15,1.111325176,1.77E-26
ENSG00000112186.11,-0.369910901,0.00407109
ENSG00000131236.16,0.255279437,3.66E-07
ENSG00000127022.14,0.223367399,0.000572077
ENSG00000171302.16,1.16554285,6.60E-35
ENSG00000144712.11,-0.910289734,1.54E-11
ENSG00000111530.12,0.327368592,3.04E-06
ENSG00000108509.20,-0.350221107,9.00E-09
ENSG00000171735.18,-0.115054231,0.06520277
ENSG00000076826.9,1.856322038,4.59E-40
ENSG00000118200.14,-0.099372115,0.286673491
ENSG00000130559.18,-0.080990424,0.261728016
ENSG00000164047.4,3.06753325,1.67E-31
ENSG00000164615.4,-0.175764663,0.001718869
ENSG00000143919.14,0.239691509,0.00014692
ENSG00000110931.18,-0.192152038,1.74E-05
ENSG00000152495.10,0.467732216,0.001390279
ENSG00000163888.3,2.577026058,4.57E-40
ENSG00000148660.20,-0.264335066,1.43E-07
ENSG00000145349.16,-0.853369918,1.23E-19
ENSG00000070808.15,0.810581197,1.06E-06
ENSG00000008118.9,1.088069705,1.21E-13
ENSG00000134072.10,-1.145834589,8.40E-55
ENSG00000130643.8,0.599529473,0.007204802
ENSG00000128595.16,0.534438142,1.27E-11
ENSG00000269058.5,0.731259472,4.79E-08
ENSG00000179218.13,0.974574242,6.20E-44
ENSG00000183166.10,-2.690789611,7.91E-41
ENSG00000169885.9,0.337620691,0.11040044
ENSG00000178372.7,0.824466585,0.093934239
ENSG00000129007.14,-0.211569255,0.043538708
ENSG00000178363.4,-2.097728552,1.49E-12
ENSG00000160014.16,0.352668684,1.34E-11
ENSG00000143933.16,0.337406562,4.41E-11
ENSG00000198668.10,-0.294650364,2.38E-10
ENSG00000183128.7,0.742872836,6.30E-06
ENSG00000138172.10,-0.293569584,4.10E-05
ENSG00000185933.6,1.364285506,5.59E-12
ENSG00000122786.19,-0.970809463,2.13E-29
ENSG00000064989.12,-0.805103957,8.07E-14
ENSG00000004948.13,-2.143243192,1.82E-40
ENSG00000136436.14,-0.403822157,5.95E-09
ENSG00000012822.15,-1.145178727,8.15E-75
ENSG00000110680.12,0.332980064,0.136054784
ENSG00000172137.18,-2.843924166,1.62E-54
ENSG00000104327.7,-0.991168818,2.04E-09
ENSG00000081803.15,-0.288321872,0.032485687
ENSG00000163618.17,1.717622153,7.50E-22
ENSG00000105767.2,0.762398014,5.38E-12
ENSG00000162706.12,-3.506296654,1.43E-78
ENSG00000175161.13,-2.430780372,4.58E-32
ENSG00000084774.13,0.385652986,2.82E-08
ENSG00000116161.17,0.843541765,5.07E-37
ENSG00000151893.14,0.151609878,0.013659071
ENSG00000105298.13,0.312502162,1.52E-05
ENSG00000142408.2,0.412251638,0.029446327
ENSG00000105605.7,0.359718014,0.000632392
ENSG00000130433.7,0.507726949,0.181409609
ENSG00000075429.8,0.469921075,1.73E-11
ENSG00000075461.5,2.130849808,3.13E-10
ENSG00000006116.3,0.310733421,8.79E-05
ENSG00000166862.6,-0.562291751,0.001071081
ENSG00000108878.4,1.733117603,2.04E-08
ENSG00000182389.18,-1.547704721,7.37E-28
ENSG00000167535.7,1.360062516,2.02E-44
ENSG00000165995.18,-0.715716202,5.43E-07
ENSG00000151062.14,-0.415076876,4.56E-06
ENSG00000157445.14,-0.904427731,3.14E-09
ENSG00000007402.11,0.435258419,0.066793651
ENSG00000153956.15,-1.970129087,2.67E-66
ENSG00000100346.17,0.468706491,0.046370789
ENSG00000196557.10,1.145901955,2.80E-06
ENSG00000006283.17,-1.688974342,1.26E-22
ENSG00000198216.10,1.237097783,4.61E-12
ENSG00000157388.13,1.182662207,2.44E-08
ENSG00000151067.20,-0.839923705,8.25E-15
ENSG00000148408.12,0.859798036,0.000869244
ENSG00000141837.18,-0.241627229,0.096441208
ENSG00000160325.14,1.472265839,4.99E-46
ENSG00000154040.20,0.919671203,1.09E-12
ENSG00000145309.5,-0.089759325,0.203912466
ENSG00000100314.3,1.106679625,1.50E-11
ENSG00000105507.2,-0.170836671,0.007371981
ENSG00000175544.13,-0.40123685,0.054928302
ENSG00000149679.11,1.089749414,2.68E-35
ENSG00000134508.12,-0.385158252,7.03E-06
ENSG00000099991.16,0.339516224,1.13E-09
ENSG00000102547.18,-1.43118561,6.58E-56
ENSG00000135932.10,-0.161970442,0.002150219
ENSG00000107159.12,2.589223306,8.08E-11
ENSG00000178538.9,-0.724855443,0.002248664
ENSG00000168748.13,0.298438407,0.068851724
ENSG00000131686.14,-3.638741664,9.83E-43
ENSG00000169239.12,-0.77727891,7.79E-22
ENSG00000174990.4,0.370414478,9.83E-05
ENSG00000118298.10,0.482897209,0.010366337
ENSG00000185015.7,-0.657963627,2.66E-07
ENSG00000074410.13,1.053862928,0.000217638
ENSG00000063180.8,-0.987644236,3.47E-13
ENSG00000154975.13,-0.944158024,0.000127882
ENSG00000133742.13,-0.624826297,0.005918668
ENSG00000157693.14,0.546990623,3.71E-13
ENSG00000165233.17,0.969609722,1.06E-25
ENSG00000155621.14,-0.4474604,1.04E-22
ENSG00000165181.16,0.430913063,0.052427747
ENSG00000136819.14,0.13824975,0.00123183
ENSG00000147894.14,-0.7359155,6.68E-25
ENSG00000238227.7,0.504818018,1.02E-14
ENSG00000183784.6,-1.137039796,3.44E-18
ENSG00000165118.14,0.231067233,0.007037263
ENSG00000179058.6,0.329914359,0.064900921
ENSG00000186354.10,-0.41121463,0.005846848
ENSG00000157653.11,0.336279644,0.002069497
ENSG00000156017.12,0.182038484,0.004354665
ENSG00000135045.6,-0.35340682,2.57E-05
ENSG00000148120.14,-0.545238804,8.74E-14
ENSG00000164972.12,-0.981008878,9.75E-10
ENSG00000197768.10,0.483139816,0.019350865
ENSG00000232434.2,1.804709128,1.03E-38
ENSG00000171159.4,0.564581967,2.34E-11
ENSG00000136932.13,-0.266403339,6.93E-07
ENSG00000187753.12,-0.36823514,0.012292932
ENSG00000188959.9,0.750186475,0.005819137
ENSG00000148362.10,1.185657982,4.19E-30
ENSG00000174038.12,-0.951003415,4.46E-10
ENSG00000160401.14,1.353090796,2.21E-22
ENSG00000160345.12,1.675988003,1.45E-25
ENSG00000198917.11,0.236961478,0.000105516
ENSG00000274443.4,-0.931002222,4.15E-09
ENSG00000213563.6,0.614394955,1.56E-11
ENSG00000189376.11,0.840700326,4.93E-30
ENSG00000176731.11,0.381842327,9.39E-08
ENSG00000241852.9,-0.383947098,6.58E-10
ENSG00000164743.4,-0.742317341,4.49E-07
ENSG00000169085.11,-0.756170016,0.000118344
ENSG00000270024.5,-0.734410669,0.000570699
ENSG00000176907.4,-0.465064691,0.016520694
ENSG00000165084.15,-2.550002859,4.79E-53
ENSG00000182307.12,0.399495478,1.09E-07
ENSG00000168333.13,-1.371205564,2.78E-07
ENSG00000176919.11,0.525823359,0.000157342
ENSG00000021852.12,-1.018502769,5.38E-06
ENSG00000157131.10,0.10427734,0.28482972
ENSG00000275356.3,0.515447862,8.16E-09
ENSG00000243317.7,0.454008965,1.44E-15
ENSG00000164500.6,-0.098755439,0.305061793
ENSG00000164645.2,0.163354357,0.237651855
ENSG00000185955.4,-0.750415106,7.83E-07
ENSG00000164603.11,-0.436536721,1.45E-15
ENSG00000146963.17,0.11671423,0.016786262
ENSG00000164898.12,-0.130219563,0.266021448
ENSG00000146540.14,0.807773728,4.15E-20
ENSG00000122783.16,0.091466049,0.043930911
ENSG00000146826.14,0.856563813,1.60E-34
ENSG00000170279.2,0.498200219,5.32E-10
ENSG00000153790.11,-1.104909218,6.12E-34
ENSG00000146576.12,0.133689846,0.01212899
ENSG00000136197.12,0.223006073,0.000509651
ENSG00000112936.18,-3.49577198,3.56E-51
ENSG00000198663.16,-0.346871427,4.07E-15
ENSG00000112308.12,0.2664677,9.09E-08
ENSG00000184530.8,-1.536367445,4.02E-20
ENSG00000137434.11,0.433698021,0.002479899
ENSG00000278224.4,0.302590094,0.092908691
ENSG00000204387.12,-0.134238495,0.097274986
ENSG00000204439.3,0.412110657,2.09E-12
ENSG00000221821.3,0.401389715,5.48E-05
ENSG00000181577.15,0.821486156,0.007841301
ENSG00000189325.6,1.208529986,4.66E-31
ENSG00000185689.15,-1.063299911,1.35E-12
ENSG00000272514.5,0.88737197,2.05E-07
ENSG00000203872.6,-0.967327145,3.43E-24
ENSG00000204542.2,-1.895796994,9.27E-13
ENSG00000204564.11,0.51363808,5.98E-17
ENSG00000188112.8,0.805606604,3.55E-17
ENSG00000185127.6,-0.300038221,2.33E-06
ENSG00000112539.14,0.607359851,0.002325096
ENSG00000196821.9,-0.116895765,0.019647341
ENSG00000204296.11,-0.241863656,0.052870124
ENSG00000186577.11,1.072278249,1.37E-37
ENSG00000039537.13,-3.496387454,3.05E-47
ENSG00000225940.5,-1.086047774,1.02E-09
ENSG00000197536.10,-0.66291391,7.29E-14
ENSG00000187658.6,-0.11936807,0.095498746
ENSG00000205765.8,0.112279433,0.092257875
ENSG00000215217.6,1.12660271,2.57E-08
ENSG00000185056.9,0.468199542,0.000507859
ENSG00000178776.4,1.274760667,1.11E-07
ENSG00000161010.14,-0.290754912,0.000209365
ENSG00000197603.13,-0.133331233,0.242139901
ENSG00000186493.11,0.293226455,0.261068483
ENSG00000172244.8,0.764600675,2.94E-20
ENSG00000181751.9,0.402309094,0.000964988
ENSG00000151881.14,0.23701772,0.000354492
ENSG00000181904.8,-0.17123526,0.018576654
ENSG00000082213.17,0.380054907,1.62E-10
ENSG00000113583.7,0.139126637,0.028880882
ENSG00000134830.5,0.942430123,1.18E-05
ENSG00000197405.7,0.175530832,0.168301918
ENSG00000106804.7,-0.72048914,2.86E-14
ENSG00000237136.6,0.394044651,8.34E-05
ENSG00000181215.12,1.267741192,2.69E-12
ENSG00000243449.6,1.542385375,4.32E-19
ENSG00000205129.8,0.287192185,0.028155479
ENSG00000205208.4,0.595373195,1.67E-18
ENSG00000164123.6,-0.998604114,7.33E-09
ENSG00000163633.10,-0.69527728,9.53E-24
ENSG00000174749.5,-0.879509738,1.60E-13
ENSG00000164096.12,-0.505047452,1.85E-31
ENSG00000056050.6,-0.098683272,0.059656901
ENSG00000174792.10,0.89713861,1.16E-07
ENSG00000197826.11,-0.614500175,0.003149282
ENSG00000154274.14,-1.374042193,8.62E-14
ENSG00000123843.12,-1.605667779,8.58E-14
ENSG00000123838.10,-4.052536496,7.76E-61
ENSG00000224389.8,0.971697666,0.000263585
ENSG00000244731.7,1.022545907,7.65E-05
ENSG00000236980.9,0.121501199,0.036716743
ENSG00000180044.4,1.883567301,1.55E-45
ENSG00000187068.2,-0.71070716,4.03E-08
ENSG00000163689.18,1.653541809,7.43E-33
ENSG00000181744.8,-1.107206006,2.19E-29
ENSG00000114529.12,1.295795914,6.71E-14
ENSG00000163632.12,-1.132418252,1.01E-13
ENSG00000179021.9,0.189771032,0.000103855
ENSG00000221972.3,1.831368089,2.26E-37
ENSG00000174928.15,-0.269474695,0.000186265
ENSG00000163424.8,0.435296328,9.01E-07
ENSG00000088543.14,-0.571797107,7.75E-08
ENSG00000163608.14,-0.121725681,0.006587183
ENSG00000114405.10,0.706557167,1.74E-07
ENSG00000125730.16,-1.434259268,5.12E-32
ENSG00000205086.6,0.819007063,4.77E-07
ENSG00000042304.10,-0.420834724,7.40E-09
ENSG00000182600.9,-1.142561223,1.92E-11
ENSG00000159239.11,0.794087291,3.55E-11
ENSG00000188674.10,0.246142326,0.000292519
