ID,log2FC,FDR
ENSG00000101773.16,-0.273521047,0.01760249
ENSG00000102054.17,0.725106838,1.12E-22
ENSG00000117222.13,0.449366075,7.14E-14
ENSG00000162521.18,0.33902718,6.34E-10
ENSG00000146587.17,0.099955608,0.173209299
ENSG00000139687.13,-0.37386126,1.60E-05
ENSG00000173976.15,-1.553493447,2.14E-15
ENSG00000134438.9,0.460839952,1.77E-06
ENSG00000162437.14,-0.74344061,3.23E-14
ENSG00000161847.13,0.785631851,1.42E-17
ENSG00000123094.15,-0.823360049,7.99E-14
ENSG00000099849.14,1.796035821,7.92E-42
ENSG00000169435.13,-1.353462581,3.85E-14
ENSG00000107551.20,-0.51820866,1.17E-06
ENSG00000153179.11,-0.580850397,2.56E-18
ENSG00000189431.7,-0.97594493,0.00017239
ENSG00000068028.17,-0.135911551,0.044540543
ENSG00000103710.10,-1.394408647,2.20E-48
ENSG00000128045.6,1.688441309,7.23E-27
ENSG00000122035.6,-1.389519995,7.26E-36
ENSG00000270885.1,-1.148279687,6.47E-18
ENSG00000100276.9,-1.765288121,5.91E-43
ENSG00000105538.8,-1.645425349,2.57E-66
ENSG00000171777.15,-0.675776398,2.04E-12
ENSG00000152689.17,-0.362536386,3.55E-06
ENSG00000068831.18,-1.053889512,1.41E-17
ENSG00000172575.11,1.017077797,5.53E-08
ENSG00000113319.11,-1.379115153,2.19E-42
ENSG00000058335.15,0.581381406,0.005292082
ENSG00000146090.15,-2.979702286,4.66E-46
ENSG00000138670.16,-0.986725912,7.23E-26
ENSG00000165105.9,1.188907416,1.90E-11
ENSG00000100302.6,0.384434107,0.028366732
ENSG00000108551.4,-2.174556362,5.31E-49
ENSG00000105122.12,0.490587926,0.000146814
ENSG00000075391.16,-0.439034515,3.27E-09
ENSG00000111344.11,-0.557914031,0.041961623
ENSG00000170667.14,-0.395600266,0.001450169
ENSG00000105808.17,-0.923901639,1.49E-28
ENSG00000185989.10,-0.977556551,3.54E-34
ENSG00000155903.11,-0.410616013,1.07E-09
ENSG00000145715.14,-0.238693727,0.006253703
ENSG00000146282.17,-0.136210567,0.009849218
ENSG00000113643.8,0.348800553,3.09E-15
ENSG00000133321.10,0.897923999,9.95E-07
ENSG00000106538.9,-1.464361763,1.78E-33
ENSG00000118849.9,-1.38146716,2.79E-13
ENSG00000172819.16,0.106237041,0.204176669
ENSG00000077092.18,-1.313950363,5.17E-34
ENSG00000131759.17,0.92537534,3.99E-14
ENSG00000173166.17,-0.179210424,0.047324599
ENSG00000108352.11,0.584741092,0.000357983
ENSG00000136237.18,-0.478963837,2.04E-09
ENSG00000091428.17,-0.568877286,1.18E-07
ENSG00000079337.15,-1.939484298,5.66E-79
ENSG00000109756.8,-1.003537017,1.22E-54
ENSG00000107263.18,-0.579649077,6.85E-29
ENSG00000123728.9,0.73830863,1.56E-16
ENSG00000181467.3,0.330035007,1.16E-06
ENSG00000125249.6,-0.169700784,0.04809622
ENSG00000138698.14,0.471450782,2.06E-09
ENSG00000132359.13,-0.204370089,0.131333587
ENSG00000076864.19,1.179508783,1.45E-15
ENSG00000127314.17,-0.185598578,0.000342993
ENSG00000116473.14,-0.33185662,9.82E-15
ENSG00000108961.13,-0.19902563,0.016916994
ENSG00000100401.19,0.920266436,3.72E-34
ENSG00000010017.12,0.384882869,1.62E-09
ENSG00000137040.9,-0.297904037,5.30E-06
ENSG00000164188.8,-1.508463582,1.13E-13
ENSG00000031823.14,0.291089625,5.59E-10
ENSG00000153201.15,-0.352031642,1.25E-07
ENSG00000204764.12,0.656052463,9.06E-06
ENSG00000141084.10,-0.331229065,1.50E-11
ENSG00000099901.16,0.68739641,1.08E-23
ENSG00000132341.11,0.675826585,3.53E-35
ENSG00000122679.8,-0.707180028,7.87E-07
ENSG00000131477.10,-1.044831799,2.31E-26
ENSG00000132329.10,2.471822282,2.33E-25
ENSG00000184672.11,-0.460648678,0.170528586
ENSG00000125970.11,0.679408543,1.94E-30
ENSG00000116191.17,0.899466518,2.36E-08
ENSG00000136828.18,0.270574521,0.00551023
ENSG00000160271.14,-0.291650305,3.92E-07
ENSG00000170471.14,0.174138499,0.029916241
ENSG00000188559.13,-0.743308219,2.23E-14
ENSG00000017797.11,-0.103595826,0.079122424
ENSG00000144118.13,-0.126365291,0.032546362
ENSG00000006451.7,0.200007648,9.81E-06
ENSG00000131831.17,-1.493637372,5.25E-24
ENSG00000039560.13,0.665324707,5.54E-14
ENSG00000108557.17,0.480858855,1.81E-09
ENSG00000166349.9,-1.332114614,2.91E-36
ENSG00000203722.7,-1.206629331,2.04E-17
ENSG00000164520.11,-0.317218052,0.174904649
ENSG00000101146.12,0.823134165,8.69E-35
ENSG00000157927.16,-1.162436407,1.90E-17
ENSG00000151164.18,-0.550542903,2.30E-11
ENSG00000172613.7,0.489915391,7.05E-10
ENSG00000164080.13,-0.328310507,1.18E-09
ENSG00000085999.11,3.017450605,3.62E-69
ENSG00000197275.12,1.282105676,5.81E-31
ENSG00000002016.16,-0.330451718,2.85E-07
ENSG00000185379.20,0.174997724,0.00604703
ENSG00000108384.14,0.309808678,0.000188692
ENSG00000182185.18,-0.58627522,3.67E-10
ENSG00000214842.5,-0.549137586,0.003581048
ENSG00000111247.14,2.027776311,8.77E-50
ENSG00000051180.16,2.451565239,4.93E-70
ENSG00000119318.12,0.187531602,0.000250183
ENSG00000179262.9,0.240734207,4.19E-06
ENSG00000244588.5,0.365980576,0.07720925
ENSG00000164754.12,0.776462289,4.18E-15
ENSG00000070950.9,0.210931743,0.002010713
ENSG00000113456.18,0.482766584,9.55E-20
ENSG00000161800.12,1.712368074,2.03E-53
ENSG00000169750.8,1.21537152,6.09E-23
ENSG00000128340.14,0.605688812,1.06E-06
ENSG00000136238.17,0.15242843,0.000550566
ENSG00000196642.15,0.698348986,2.71E-21
ENSG00000144840.8,-0.351136643,3.66E-08
ENSG00000079974.17,0.168767187,0.012561518
ENSG00000144134.18,-0.120199392,0.190315545
ENSG00000183155.4,1.170881179,2.12E-76
ENSG00000137955.15,0.288420053,4.43E-07
ENSG00000100949.14,0.249874526,2.16E-06
ENSG00000154710.15,-0.117828557,0.001970929
ENSG00000152061.21,0.16043795,0.036180494
ENSG00000011454.16,-0.329505823,4.48E-11
ENSG00000136933.16,0.490603725,7.15E-20
ENSG00000177548.12,1.233245363,1.33E-32
ENSG00000029725.16,-0.177460661,0.147671074
ENSG00000105404.10,0.79468739,4.60E-19
ENSG00000123570.3,-1.211249882,2.02E-29
ENSG00000123595.6,-0.248762668,7.16E-06
ENSG00000166128.12,-0.666699815,2.32E-22
ENSG00000167461.11,0.780015722,5.80E-56
ENSG00000276600.4,-1.348146948,1.21E-33
ENSG00000075785.12,0.101244663,0.026189143
ENSG00000154917.10,-1.423246513,5.19E-41
ENSG00000175582.19,0.228588968,0.00086763
ENSG00000108774.14,0.302594701,8.45E-07
ENSG00000171570.10,1.412256506,1.06E-11
ENSG00000167578.16,0.660594904,1.43E-18
ENSG00000255587.7,-0.616110957,0.000454853
ENSG00000188060.6,0.191544949,0.09083759
ENSG00000147127.8,-0.481594039,8.10E-05
ENSG00000197562.9,0.969621661,1.73E-32
ENSG00000141542.10,-0.450495398,1.49E-10
ENSG00000172476.3,-0.743960699,2.17E-11
ENSG00000127328.21,0.780068955,4.66E-14
ENSG00000167994.11,-0.689110743,6.03E-17
ENSG00000118873.15,0.150001062,0.046941288
ENSG00000115839.17,-0.265310027,9.58E-08
ENSG00000105514.7,0.936717297,1.83E-22
ENSG00000152932.7,-2.681624733,1.87E-43
ENSG00000105649.9,1.160724434,2.05E-26
ENSG00000155961.4,0.387057034,0.092456513
ENSG00000179331.2,0.254726027,0.212298598
ENSG00000111737.11,0.23672846,8.63E-08
ENSG00000109113.17,0.242720142,0.030613777
ENSG00000172007.5,-0.486142239,2.08E-14
ENSG00000134594.4,0.783075344,1.88E-11
ENSG00000118508.4,-0.298319899,9.34E-05
ENSG00000168461.12,1.223980699,7.42E-18
ENSG00000137502.9,-0.28151793,0.091990827
ENSG00000129472.12,-0.269618999,8.85E-07
ENSG00000104388.14,0.345383548,1.05E-09
ENSG00000117280.12,-0.352399593,0.00036923
ENSG00000157869.14,-0.347259213,3.59E-15
ENSG00000041353.9,0.425842481,0.014927586
ENSG00000069974.15,-0.217080546,0.007457586
ENSG00000167964.12,2.906803536,3.27E-42
ENSG00000132698.13,2.283337753,1.47E-52
ENSG00000169228.13,0.109962399,0.277750304
ENSG00000124209.3,0.285869543,7.88E-07
ENSG00000080371.5,-0.226151698,2.99E-05
ENSG00000139832.4,0.149621115,0.190596527
ENSG00000174903.14,0.460756786,1.21E-14
ENSG00000138069.16,0.267212606,2.47E-11
ENSG00000146955.10,1.560065231,1.64E-18
ENSG00000099246.16,0.19727596,0.002279034
ENSG00000124839.12,1.426839529,7.75E-19
ENSG00000139998.14,0.594128613,1.38E-09
ENSG00000143545.8,0.673344747,1.32E-24
ENSG00000206418.3,-0.480610961,1.68E-14
ENSG00000131242.15,1.425702811,2.25E-34
ENSG00000090565.15,0.766104882,4.77E-17
ENSG00000107560.10,-0.845922476,1.76E-42
ENSG00000156675.15,0.523876743,0.003272242
ENSG00000103769.9,0.197561836,0.000837251
ENSG00000084733.10,0.358695986,2.20E-14
ENSG00000101074.3,0.870236877,8.46E-19
ENSG00000198858.9,0.864979395,5.20E-42
ENSG00000048991.16,0.398115598,5.71E-11
ENSG00000166024.13,-0.087224359,0.147741946
ENSG00000104679.10,-0.200335608,0.005117219
ENSG00000151576.10,0.361562371,1.72E-10
ENSG00000213339.8,0.377520047,5.86E-05
ENSG00000165661.15,0.253674867,0.000767209
ENSG00000116260.16,0.539525864,6.26E-07
ENSG00000130348.11,0.122577196,0.123560549
ENSG00000198218.10,-0.105035708,0.023369242
ENSG00000186867.10,-0.519495079,0.045343497
ENSG00000103485.17,1.002560779,1.66E-08
ENSG00000011478.11,0.68973068,1.83E-20
ENSG00000115828.15,0.739079259,1.92E-07
ENSG00000112531.16,-1.266185959,8.25E-68
ENSG00000172053.14,-0.134209342,0.004351843
ENSG00000126838.9,-2.242171529,2.33E-54
ENSG00000131096.10,1.312075092,1.10E-05
ENSG00000119943.10,-1.496811471,2.78E-50
ENSG00000121350.15,-0.102736622,0.151703343
ENSG00000163564.14,-0.497409398,0.00824791
ENSG00000163348.3,0.892041282,2.23E-56
ENSG00000171016.11,-1.290489107,6.35E-28
ENSG00000100504.16,-1.022017709,1.97E-17
ENSG00000100994.11,-0.412283146,4.23E-09
ENSG00000169900.7,2.542061403,2.63E-09
ENSG00000104524.13,1.689326622,1.82E-53
ENSG00000143811.16,0.737897882,2.00E-28
ENSG00000103490.13,1.530803305,2.05E-21
ENSG00000155893.11,0.291782801,8.82E-05
ENSG00000089159.15,-0.505103919,7.59E-19
ENSG00000101417.11,-0.338766133,0.019390581
ENSG00000176894.9,0.267099622,0.00068373
ENSG00000168297.15,-0.387851976,2.14E-09
ENSG00000147485.12,0.864095985,0.000202028
ENSG00000130508.10,0.189708253,0.165520445
ENSG00000168994.13,-1.296981627,4.09E-47
ENSG00000171813.13,0.826396377,1.40E-18
ENSG00000241945.7,0.947842132,0.000117828
ENSG00000143217.8,1.625976774,8.00E-29
ENSG00000177707.10,-2.033293169,3.08E-77
ENSG00000130202.9,1.291867316,2.92E-42
ENSG00000110400.10,-0.514797852,4.28E-08
ENSG00000213413.2,0.726731785,0.002581869
ENSG00000100362.12,1.719075259,4.27E-05
ENSG00000169972.11,1.129874135,3.86E-37
ENSG00000129317.14,0.156764676,0.047904512
ENSG00000091127.13,0.478105891,2.15E-10
ENSG00000110060.8,-0.14274713,0.018588689
ENSG00000162927.13,0.160182606,0.015562159
ENSG00000177192.13,0.818607203,4.11E-24
ENSG00000172733.11,-0.98477554,1.30E-12
ENSG00000146676.6,-0.098106268,0.11418152
ENSG00000185129.5,-0.757616608,8.50E-30
ENSG00000134644.15,-0.286413427,2.89E-09
ENSG00000179950.13,0.785437053,1.15E-21
ENSG00000251692.7,-0.499317528,0.001741171
ENSG00000163661.3,-3.006031723,2.65E-56
ENSG00000183255.11,0.418065667,2.63E-17
ENSG00000164611.12,3.023796829,1.36E-76
ENSG00000150787.7,0.581501644,1.81E-19
ENSG00000184924.5,0.22694186,0.00090588
ENSG00000141378.14,0.806289838,7.50E-22
ENSG00000187024.13,1.019813472,2.53E-22
ENSG00000106278.11,-4.107313994,5.67E-64
ENSG00000196090.12,-0.849593471,0.012385041
ENSG00000105426.14,-0.924267571,2.00E-22
ENSG00000139304.12,-4.078706341,5.84E-67
ENSG00000151490.13,0.697605768,3.83E-09
ENSG00000054356.13,2.545932501,1.07E-24
ENSG00000173482.16,-1.534812692,1.85E-71
ENSG00000152894.14,-0.284945091,0.023719292
ENSG00000149177.12,0.494909527,3.66E-08
ENSG00000080031.9,-0.840676543,1.07E-06
ENSG00000144724.18,-1.078143173,4.02E-33
ENSG00000132334.16,-0.679612878,8.50E-18
ENSG00000213402.2,0.533691598,0.020218729
ENSG00000127329.14,-1.944226529,1.76E-86
ENSG00000132670.20,-0.080911178,0.183657356
ENSG00000169410.9,0.074190967,0.256421276
ENSG00000143851.15,0.994482344,4.84E-11
ENSG00000111679.16,0.975921253,5.68E-37
ENSG00000110786.17,-1.120601698,1.45E-12
ENSG00000088179.8,-0.785278278,3.66E-40
ENSG00000070159.13,-0.171299489,0.083216613
ENSG00000076201.14,0.261439258,1.44E-07
ENSG00000070778.12,-1.66477013,4.03E-77
ENSG00000204179.10,-1.106416229,2.02E-06
ENSG00000072135.12,0.170192916,0.004313879
ENSG00000163629.12,-0.727496471,1.46E-08
ENSG00000179295.15,-0.609454324,1.05E-22
ENSG00000196396.9,0.66935675,3.11E-13
ENSG00000110536.13,0.229049456,0.000141231
ENSG00000184489.11,0.905314814,4.60E-20
ENSG00000184007.17,0.292713961,8.34E-05
ENSG00000104960.15,0.685404098,2.04E-20
ENSG00000105894.11,-3.058873823,8.67E-75
ENSG00000159335.15,0.84840565,6.67E-15
ENSG00000187514.14,0.628853427,1.21E-25
ENSG00000112655.15,1.04429037,2.68E-14
ENSG00000101213.6,2.202829197,1.14E-29
ENSG00000169398.19,0.400665232,3.20E-09
ENSG00000087494.15,-1.608166461,2.68E-19
ENSG00000144407.9,-2.077170669,2.91E-34
ENSG00000142538.1,-0.118289942,0.215199461
ENSG00000160801.13,-2.463981623,2.50E-80
ENSG00000152266.6,0.074919179,0.255510588
ENSG00000073756.11,-3.046068851,9.02E-71
ENSG00000106853.16,-0.437734301,9.81E-08
ENSG00000124212.5,-2.155723889,4.75E-62
ENSG00000160013.8,0.871413788,2.40E-15
ENSG00000134247.9,0.371465643,1.04E-06
ENSG00000122420.9,-3.148386801,1.05E-79
ENSG00000108825.17,0.747871971,5.29E-06
ENSG00000267060.5,0.386567157,0.002474323
ENSG00000110958.15,0.366976322,7.51E-13
ENSG00000148334.14,0.727326462,4.47E-24
ENSG00000171522.5,-1.685435437,2.48E-64
ENSG00000050628.20,-1.956983375,2.97E-31
ENSG00000125384.6,-0.903977312,3.81E-10
ENSG00000160951.3,0.367269424,0.066176024
ENSG00000107317.11,-2.075336529,8.43E-35
ENSG00000183134.4,-2.125772509,1.95E-59
ENSG00000168229.3,-1.416553237,6.81E-26
ENSG00000168267.5,-0.420476006,0.001755883
ENSG00000165983.14,-0.138927077,0.136808739
ENSG00000171862.9,-0.708711546,1.21E-28
ENSG00000174915.11,0.204550571,0.004540503
ENSG00000156471.12,0.372121311,1.45E-06
ENSG00000171611.9,1.27013347,8.00E-14
ENSG00000244694.7,-1.360788138,8.59E-26
ENSG00000182077.10,-3.454319687,1.61E-49
ENSG00000204624.7,1.318796769,2.81E-08
ENSG00000165186.10,-4.047187398,6.13E-75
ENSG00000117425.13,-1.66219979,3.41E-52
ENSG00000185920.15,-1.877579776,2.37E-62
ENSG00000049883.14,-0.341389486,2.59E-09
ENSG00000106246.17,0.417219128,7.33E-12
ENSG00000119314.15,0.583899439,7.33E-17
ENSG00000117569.18,-0.531120345,4.13E-14
ENSG00000011304.16,0.675800642,2.15E-60
ENSG00000188647.12,-0.765770622,3.62E-26
ENSG00000140368.12,0.345322563,0.033895639
ENSG00000179988.13,-0.142352213,0.047199457
ENSG00000134222.16,1.761467429,1.18E-53
ENSG00000125650.4,0.13261994,0.104056884
ENSG00000146733.13,0.807046608,4.14E-20
ENSG00000121390.17,0.36541911,1.20E-12
ENSG00000157778.8,1.048700678,6.49E-39
ENSG00000183527.11,0.468270865,5.94E-09
ENSG00000125818.17,0.199952636,6.27E-06
ENSG00000068878.14,0.375730626,1.04E-06
ENSG00000131467.10,0.320858182,4.63E-09
ENSG00000100911.13,1.074838817,1.25E-34
ENSG00000092010.14,0.620214803,9.14E-17
ENSG00000110801.13,0.300322195,2.39E-09
ENSG00000099341.11,0.459626655,5.50E-19
ENSG00000103035.10,0.158415337,0.015777007
ENSG00000163636.10,0.120535751,0.003599123
ENSG00000095261.13,0.207207775,0.004996471
ENSG00000159352.15,0.775638728,1.51E-35
ENSG00000108344.14,0.873736728,3.60E-16
ENSG00000175166.16,0.601984134,1.08E-24
ENSG00000115233.11,0.773888723,5.48E-46
ENSG00000185627.17,0.351278861,3.57E-12
ENSG00000197170.9,0.541364703,7.19E-14
ENSG00000108671.9,0.568678302,2.51E-17
ENSG00000101843.18,0.466575662,9.70E-21
ENSG00000173692.12,0.368321695,1.20E-14
ENSG00000100519.11,0.260543951,2.67E-08
ENSG00000087191.12,0.449340165,1.87E-10
ENSG00000013275.7,0.93555196,7.08E-57
ENSG00000131470.14,0.948976868,1.58E-22
ENSG00000165916.8,0.484767773,1.52E-16
ENSG00000161057.10,0.409711852,1.10E-23
ENSG00000100764.13,0.122343111,0.013245915
ENSG00000240065.7,0.5471118,8.47E-05
ENSG00000204264.8,0.592256344,1.04E-07
ENSG00000136930.12,0.353850407,6.55E-12
ENSG00000142507.9,0.315208213,1.38E-07
ENSG00000100804.18,0.675132068,4.70E-29
ENSG00000159377.10,0.806974733,1.30E-33
ENSG00000277791.4,0.91454005,3.95E-26
ENSG00000126067.11,0.427584604,3.71E-14
ENSG00000222028.3,-0.19981342,0.108174292
ENSG00000205220.11,0.570750308,8.73E-09
ENSG00000008018.8,0.235138527,3.24E-05
ENSG00000154611.14,-1.034900054,4.13E-08
ENSG00000101182.14,0.700174599,3.77E-22
ENSG00000100902.10,0.654620605,7.55E-28
ENSG00000143106.12,0.834626242,5.21E-51
ENSG00000041357.15,0.588921869,8.65E-28
ENSG00000100567.12,0.45898336,5.23E-17
ENSG00000256646.7,0.148690063,0.01277445
ENSG00000106588.10,0.422064703,1.41E-18
ENSG00000129084.17,0.288847523,5.67E-10
ENSG00000147613.7,0.397383686,5.79E-05
ENSG00000159792.9,-0.508498623,8.38E-20
ENSG00000164985.14,-0.408611912,1.06E-06
ENSG00000183668.17,0.417753945,0.083582986
ENSG00000124467.18,-0.536824109,0.013736889
ENSG00000204941.13,-0.877596446,8.94E-05
ENSG00000243137.7,-1.109331662,0.000448375
ENSG00000221826.9,-0.340300239,0.064042634
ENSG00000243130.7,-0.177070779,0.049413122
ENSG00000231924.9,-1.053240676,2.59E-07
ENSG00000205155.7,1.034644597,5.42E-50
ENSG00000143801.16,0.724447782,2.99E-25
ENSG00000080815.18,0.156868429,0.003380915
ENSG00000125637.15,0.875315057,2.76E-22
ENSG00000146005.3,-2.361229401,2.85E-56
ENSG00000059915.16,0.686852492,5.11E-08
ENSG00000167653.4,0.956972181,0.003199301
ENSG00000135069.13,-1.158929124,6.33E-08
ENSG00000178597.5,0.615221009,4.86E-05
ENSG00000197746.13,0.108348704,0.119361795
ENSG00000105227.14,-1.353198813,2.82E-41
ENSG00000106772.17,-1.920069618,3.88E-53
ENSG00000143363.15,0.596512654,8.41E-21
ENSG00000166450.12,-1.093841659,1.09E-12
ENSG00000099256.18,-0.644959058,1.33E-07
ENSG00000052344.15,2.292005865,2.01E-40
ENSG00000185198.11,-0.336455503,0.096697996
ENSG00000237412.6,0.407391776,0.000176155
ENSG00000184647.10,-0.771897423,6.16E-05
ENSG00000206549.12,-1.526121015,2.98E-12
ENSG00000261603.1,-0.819909095,1.33E-05
ENSG00000188086.12,-1.150724437,1.69E-07
ENSG00000178055.11,-0.713868836,4.07E-05
ENSG00000178226.10,0.145582437,0.1830778
ENSG00000146250.6,-1.223468983,5.96E-15
ENSG00000103355.12,-0.432943275,0.240784113
ENSG00000010438.16,-1.248508907,9.64E-08
ENSG00000172382.9,1.18856064,1.61E-13
ENSG00000150687.11,0.463981459,0.00244715
ENSG00000005001.9,1.887706078,1.42E-31
ENSG00000007038.10,-1.104673778,0.000131306
ENSG00000275896.4,1.276131204,1.97E-05
ENSG00000112812.15,-0.906966426,3.74E-05
ENSG00000164099.3,-2.793282358,1.15E-54
ENSG00000204983.12,0.909448878,0.000231713
ENSG00000116132.11,-0.386059292,0.001844665
ENSG00000163704.11,1.669931231,1.77E-26
ENSG00000167371.16,0.976062613,5.16E-09
ENSG00000204314.10,-0.367315856,0.000616968
ENSG00000135378.3,0.815254621,1.66E-13
ENSG00000126460.10,1.033029389,2.01E-19
ENSG00000130962.17,-1.310429372,2.23E-38
ENSG00000117523.15,0.275660664,0.000108895
ENSG00000130723.17,-0.279146599,0.000247512
ENSG00000204469.12,0.378067433,2.50E-12
ENSG00000164244.20,0.408976613,6.05E-11
ENSG00000203783.4,0.19370724,0.083131648
ENSG00000131188.11,1.920800285,1.36E-31
ENSG00000135362.13,0.133392511,0.240620126
ENSG00000248405.9,0.945897862,1.22E-14
ENSG00000186654.20,-0.367948245,1.27E-05
ENSG00000111215.11,-0.881060655,6.35E-13
ENSG00000183248.11,2.457081926,1.21E-35
ENSG00000161992.5,0.760247969,2.04E-16
ENSG00000182257.6,-0.27699666,0.000828897
ENSG00000184682.5,-0.999369362,1.80E-07
ENSG00000183631.4,0.352628566,3.28E-05
ENSG00000186143.10,-0.104847799,0.103394271
ENSG00000204576.11,0.078584716,0.281105384
ENSG00000180525.11,-2.477010916,3.89E-68
ENSG00000167945.1,0.593550841,6.44E-15
ENSG00000255378.1,-0.714171569,1.27E-05
ENSG00000255251.1,-0.66483647,6.46E-05
ENSG00000206260.3,-0.061433133,0.271879796
ENSG00000212123.3,0.95381988,3.19E-12
ENSG00000221961.3,-0.105133118,0.081655287
ENSG00000234278.3,0.359514093,6.41E-05
ENSG00000227151.4,0.359514093,6.41E-05
ENSG00000229665.8,0.433537314,1.58E-05
ENSG00000204918.3,0.359514093,6.41E-05
ENSG00000204919.1,0.359514093,6.41E-05
ENSG00000188368.9,2.016270189,4.75E-79
ENSG00000176381.5,-1.900684418,9.08E-19
ENSG00000184838.14,-0.317913397,0.017226419
ENSG00000167183.2,2.007682772,4.21E-27
ENSG00000176532.3,1.884598104,3.55E-11
ENSG00000183530.13,0.204162019,0.005337041
ENSG00000156858.11,0.757652761,1.76E-32
ENSG00000205352.10,0.613549798,1.01E-26
ENSG00000126464.13,0.450301961,2.61E-10
ENSG00000068489.12,2.098585845,2.76E-35
ENSG00000141127.14,0.141229845,0.015545059
ENSG00000161542.16,-0.124981105,0.0480621
ENSG00000101911.12,0.686877638,1.35E-17
ENSG00000229937.5,0.133388759,0.047354224
ENSG00000147224.10,0.236810156,0.002130563
ENSG00000112619.7,-1.043187501,3.63E-13
ENSG00000135406.13,-1.567159417,2.26E-20
ENSG00000174231.16,-0.337841218,1.21E-09
ENSG00000101161.7,0.396887473,1.62E-09
ENSG00000112739.16,-0.105396076,0.118856847
ENSG00000110844.13,0.18117528,0.025876078
ENSG00000196504.15,0.238659429,1.42E-05
ENSG00000136875.12,0.454211928,4.47E-17
ENSG00000134748.12,-0.146370258,0.003145442
ENSG00000105618.13,0.540002779,1.65E-16
ENSG00000117360.12,0.505388536,3.70E-14
ENSG00000110107.8,0.684424386,5.73E-33
ENSG00000126231.13,1.303868403,2.06E-12
ENSG00000119608.12,-1.087201074,6.99E-16
ENSG00000167595.14,0.519228515,7.39E-12
ENSG00000148426.12,0.363669824,0.001870538
ENSG00000120685.19,0.210750477,0.003094339
ENSG00000175325.2,0.316213531,0.000521585
ENSG00000155066.15,1.417574089,1.19E-24
ENSG00000007062.11,-2.100394697,9.25E-14
ENSG00000171199.9,-5.249989575,1.11E-65
ENSG00000101292.7,-0.201973724,0.261482309
ENSG00000163421.8,-1.31951718,8.09E-13
ENSG00000143125.5,-2.49686555,1.16E-33
ENSG00000250799.9,0.192038002,0.021775198
ENSG00000100033.16,-0.373929746,0.247198554
ENSG00000101000.4,-0.893888376,1.10E-27
ENSG00000167525.13,0.241019203,0.039406412
ENSG00000115718.17,2.725475408,3.25E-64
ENSG00000228672.3,0.413954871,0.000482204
ENSG00000171867.16,-1.626410061,4.86E-74
ENSG00000171864.4,-0.322127124,0.1896832
ENSG00000164169.12,-0.464188922,1.82E-18
ENSG00000111218.11,0.588736888,0.01161276
ENSG00000132600.16,0.092857482,0.181815531
ENSG00000198890.7,0.301989323,0.000146269
ENSG00000100462.15,0.228245649,8.39E-05
ENSG00000185238.12,0.345773315,1.41E-07
